text,label
यो सामाजिक संजाल मा भुक्नेहरु किन प्रचण्ड को बिरोध गर्छन बुज्दैनन कि बुज पचाउछन प्रचण्ड कै कारण ले गर्दा यसरी भुक्न पायका छन,2
यदि आफू बाट पार्टी सुदृढीकरण गर्ने हो भने खुमलटार बाट नयाँ बजार बसाई सर्नु,0
शिव खुलित्त नापिस हत्यारा दलको नेता,2
पर्चन्ड माओवादी सक्केर एमाले कब्जा गर्न आयका थिय ओलि ले उत्तानो पार्दिय अहिले गुनासो गरेर के फाइदा,0
कम्रेड प्रचण्ड जी अव आउने २ वर्षको चुनाव मा धेरै सिट ल्याएर देखाउनुस् बल्ला तपाईको कुरामा बिस्वास हुन्छ,0
त्यही भएर होला सालिकहरू भत्काएर इतिहास नै मेटाइएको कुरा गर्न सिपालु साधु डाका,2
बिना गठबंधन सिङल गयर देखाय हुन्छ नि केको फुर्ती हो  काङ्ग्रेस नभय  घाँटी मा पानी जादैन गफ पनि कति हाकेको,2
म जति मेहेनत गरि video बनाए पनि कसैले हेरिदिदैन किन होला ,2
भिमसेन थापा र अमरसिंह थापाको नाम लियर सम्झनु भो उहाँ जस्तो देशभक्ति हाम्रो पुर्खा ले जोडेको देश भयर लिडर हुन पाय भनेर गौरव गर्दै हुनुहुन्छ,2
great leader मान्छे बुढा भै सके तर जोस युबाको छ त्यहि भएर मनपर्छ तर छिट्टै भाबनामा बहकिदा बिचार गरेर निर्णयमा जादा राम्रो,0
पछाडीबाट एक नम्बर ,2
दस मुखुण्डोधारी,2
मैले माने त बाबा रेहत्यारा आतंककारी जल्ले जे भनेनीबुढा कडा हुन सामान्य परिवार बाट आएर लाखौ जनता पक्ष विपक्ष मा ल्याउन सक्नु क्षमत चै होजाबो 1020 जना साथी मुजि ले पत्त्तौदैनन्आफुलाइ,2
प्रचन्डेको नैतिक रुपले पतन भैसक्यो  अब विप्लव हुन् एक मात्र आशा  विप्लव आउ देश बचाउ  दलाल भगाउ ,2
चोर दालाल,2
अब माओवादी रहेन समयमै काङ्ग्रेस तिर गाभ्नुस,0
प्रचण्ड राम्रो लिडर हो,2
हिजो एमाले संग मिल्ने बेला मा मदन भण्डारी को नाम संग र आज काङ्ग्रेस लाई फसाउन फेरि जिरिजाको नाम लिन्छ मोरो ,0
प्रचण्डले यो देशमा जन्मलिनु यो देश र नेपालीको बिडम्बना १०० बर्ष पछाडि धकेल्यो,2
मार्क्सवादी हुनुहुन्छ तर आङ्सिक द्वोन्द्ववादी हुनु भो ,2
अत आधा कम्निष्ट हुनु भोयो नै तपाईको आत्मसमीक्षा होतर पनि तपाईं यो देशको एक मात्र नेता किनकी अरू आधी पनि आऊन सकेका छैनन अरु चाँही अङ्सिक राजनीतिक मानिस हुन,2
सफलताको शुभकामना,1
आफ्नु ज्यान जोगाउनु लाई देस को नै बलि चडाइ रा छ यो चोर ले,1
दलाल भगाउ देश बचाउ,1
तिमी माथी धेरै अपेक्षा छ जनता को अघि बढ्नुस कमरेड ,2
गरिब नेता,2
नमरीनजेल छोर्दैनस मूला तेरो सन्तान हरु धनी पर्नू,1
लाल सलाम,1
लाल सलाम,2
नेपाल बनाउन केहिनकेही हात पक्कै छ त्यसकारण  सम्मान पनि छ यद्यपि म एमाले हुजस्ले जे भनुन राम्रो लाई राम्रोनी भन्नू पर्छ,0
अग्रिम शुभकामना रचना गौतमलाई,2
रजत पात बागिना र ग्लामर गफ बन्द हुनुहुदैन  गित संगीत चलचित्रको बेथिति हटाउन यस्तो कार्यक्रम अरु पनि हुनुपर्छ ,2
रजतपट र बागिनामा जे हो तेहि कुराको सत्य कुरा बताइन्छ तर सत्य पचाउन हर कोहिलाई गारो हुन्छ मलाई त यो कार्यक्रम सुरुवात देखि नै  मन परेको हो जस्ले जे भनेनी प्रकाश सुवेदी एकदम निडर पत्रकार लाग्छ मलाई मेरो लागि सधै बेस्ट,2
प्रकाशजिकाे हरेक कार्यक्रम हेर्ने बानि नै भईसक्याे उहाँको बाेलिमा र काम मा दम छअगाडि बढ्दै जानु,2
यो स्वर न आवाज को न अभिनय जोकरलाई प्रकाश सरले किन घरी घरी तपाईंको कार्यक्रम मा ल्याएरा झन भाईरल बनाउनुहुन्छ,2
प्रकाश sir तपाईँ लाई 10 aaula जोडी नमस्ते  म तपाईँ को ठूलो fan,2
प्रकाश दाजुको पत्रकारिताको फ्यान जति हाजिर हौत,1
काँठ क्षेत्रतिर ध्यान दिनुपर्यो याे कार्यक्रमले अलि राम्रो प्रचारको खाँचो छ यो क्षेत्रलाई ,0
दुध कोदुध पानी को पानी छुट्टाउने एक मात्रै पत्रकार प्रकश जि,0
पत्रकार भनेको प्रकाश सर जस्तो हुनुपर्छ सत्यतथ्य भन्न कहिले पछि हटेननजसको शब्द शब्दमा दम छ,2
रजतपट uncle को  प्रोग्राम haru नहेरी चित नै बुझदैन चाहे जुन होश ,2
सत्य यही हो धेरै खुसी लाग्छ मलाई सबै यथार्थ विषयवस्तु मा निडर भएर बोल्ने गर्नू हुन्छ रजतपट को जय होस,0
गीत सङ्गीत मा ठगी गर्ने हरु नेपालमा धेरै छ्न त्यो ठगी मा पर्ने एउटा व्यक्ति मध्येको एक म पनि पर्छु   तपाईंको काम एकदमै प्रशम्सनिय योग्य छ  सधैं तपाईंको कामको सम्मान छ ,0
साच्चै मलाई मात्रै होकी सबै लाई हो प्रकाश  अंकल को कुनै पनि एपिसोड नहेरेर निद्रा लाग्दैन सधैं rock  प्रकाश,1
अब रजतपट काकाले यी युटुप्पेहरुलाइ तह लगाउने कार्यक्रम ल्याएको भए मज्जा आउने थियो ,1
प्रकाश  दाईको त बोली मै दम  छ,1
प्रकाश दाइको प्रोग्राम सारै मन पर्छ,0
किनकिन यो प्रकाश अन्कल को कुनै भिडियो छुटाउन मन नलाग्ने नै बनासके भनेको ,1
रोहित जि salute छ हजुरको विचारलाईमलाई हैन प्रतिष्ठानले पाउनु पर्छ पैसा अनि बुबाले सम्मान पाउनु पर्छहामी श्रोता पनि छौँ हजुरको साथमा  यार चोर्न पनि अलिअली हैन चार दर्जन भन्दा बढि रेडाँका हरुलाइ टाँका लाउने गरि हान्नु नपुग्या,1
आज त दुर्गेश को माया पो लाग्यो त बुद्धिको ढकन खुल्यो कि क्या हो कीटो को,1
बिना संकोच बडो गर्वको साथ अरुको सिर्जना चोर्ने फटाहा हरुलाई प्रचलित ऐन कानुन अनुसार कडा भन्दा कडा कारवहि गर्नु पर्छ्,1
प्रकाश अँकल को प्रोग्राम आएसी नहेरी निदाउन सक्दिना भन्या जय होस प्रकाश अँकल को lots of love uncle,1
म त सधै प्रकाश जि को सपोर्टमा हो 2 पैसाका कलाकारलाई ठिक लगाउनै पर्छ,1
खानाको व्यवस्था पनि बैनी जोई ले गरिदिएका रहेछन् खाना मीठो मानेर खाय,1
काका को कार्यक्रम हेरेर दिमाग फ्रेस हुन्छ,1
अब त याे अङकल काे प्राेग्राम नहेरि बस्नै सकिन्न पहिले रबि काे हेरिन्थाे तर अहिले प्रकाश अङकल जिन्दावाद,1
कृष्ण कँडेल तँ चोरै हुन्  त्यो सबै ले देखेकै कुरा हो  महान् छौ प्रकाश दाइ,1
मलाई प्रकाश दाईको specific कार्यक्रम चाँहि सहि लाग्छ ,1
एकदमै धेरै राम्रो कार्यक्रम छ समाजमा भएका बिकृतिहरु ल्याउँदै जानु होला सफलताको धेरै शुभकामाना प्रकाश सर,1
अगाडि बढ्नुसहोस प्रकाश जी  तपाइको साथ मा हामी सबै दर्शक हरु छौ   तपाईं को प्रश्तुती ले नै कार्यक्रम हिट बनाउछ ,1
जसले जे भनेपनि म चाहिँ हजुरकाे फ्यान नै हाेमलाई तपाईंको कार्यक्रम मनपर्छ,2
यथार्थ पचाउन गाह्रो भछ चोर हरुलाइअन्कल को प्रोग्राम बन्द गर्न खोजेछ्न कुनै condition म बन्द गर्नुहुन्न है यो programme,1
हजुरको हरेक कार्यक्रम सफल छन् र हजुरको कुनै पनि कार्यक्रम बन्द हुनु हुदैन ,1
दुर्गेश जी हजुरको घमण्ड छ मिडिया मा जादा तयारी भएर जानु पर्ने थियो गीत थाहा छैन भने किन गाउने कोसिस गर्नु भयो,1
प्रकाश काकाको जय होस्,0
रजटपट अन्कल को सबै कार्यक्रम एकदमै मन पनपर्छ,1
जो स्वयं आफुलाई महान सम्झेर बसेको छ,1
सायद उ भन्दा तुच्छ अरु कोही हुनै सक्दैन,1
प्रकाश अंकल हजुरको जय होस् ,1
धेरै राम्रो program,1
२० बर्ष बाट हेरिरहेको छ मैले प्रकाश जि को कार्यक्रम जे होस राम्रो छ,1
मन पर्ने प्रोग्राम रजतपट र बागिना प्रकाश दाइ र सम्पुर्ण टिम लाई बधाइ छ ,1
original गायक ले गायको र कपि गरेर गायको गित बजाउनु होला झन उत्तम हुन्छ,1
दिमाग फ्रेस हुन्छ यो कार्यक्रम हेरे पछि,0
सत्य पचाउन गाह्रो हुन्छ हाम्रो कलाकार हरुलाई,1
हुदैन रजतपट बन्द गर्नु हुदैन कृपया सबैले साथ हौसला दिनु पर्छ,2
कुनै पनि हालतमा बन्द गर्नु हुँदैन यो कार्यक्रम,2
बन्द हुन्छ त यो हिरो हिरोईन को नाटक र चुरिफुरी,0
बिन्ती छ प्रकाश सुवेदी सर यो प्रोग्राम कुनै पनि हालतमा बन्द हुनु हुदैन यस्तो प्रोग्राम ले त अझ खराब भएको कलाकार को पर्दफास गर्नु पर्छ तै भएर यो प्रोग्राम बन्द नगरिओस,1
मेरो एउटै मात्र favourite show रजतपट बन्द हुनु हुदैन  हामी सबै प्रकाशजी हजुरको साथमा छौ ,0
आधी तुफान आय पनि कोसैको बाउले कैही गर्न सक्दैन हाम्रो चिप्लेटि uncle लाई हाम्रो,2
हाम्रो यक मात्र हीरो uncle salute ,2
कार्यक्रम बन्द भयो भने नेपाली फिल्मी वहिस्कार गरिन्छ ,2
यो कार्यक्रम को निरन्तरता को अपेक्षा गर्द्छु,0
यो कार्यक्रम बन्द हुनुभएन,1
रजतपट जिन्दावाद,1
एकदमै यथार्थ लाग्छ यो कार्यक्रम,1
कुनै हालत मा बन्द हुनु हुँदैन है यो कार्यक्रम  धेरै मन पर्छ,2
प्रकाश जी यथार्थ कुरालाई निर्धक्क भएर  सम्प्रेषण गर्न सक्ने क्षमता भएको व्यक्तित्व हुनुहुन्छ    तपाईं आफ्नो कर्तव्य पुरा गर्नुहोस् तपाईलाई हाम्रो  समर्थन संधै छ,0
कुनै पनि हालतमा यो कार्यक्रम बन्द गर्नु हुदैन  प्रकाश सुवेदी सर  नेपालको एक मात्र सत्य तथ्य बोल्ने रंग पत्रकार भनेकै हजुर हो ,1
यो रजत पट कहिले आउँछ भन्दै पर्खेर बस्ने म  बन्द नै हुन्छ भन्दा चाहिँ दुख लाग्यो  जस्ले जे भने नि बन्द नगर्नु है प्रकाश दाइ,2
हेम दाजुको एउटा कुरा चित्तबुझ्दो छ है  अरुसङ पैसा उठाएर गरेको सहयोग समाजसेवा होइन  आफै दुख गरेर कमाएको पैसाले गरेको सहयोग मात्र समाजसेवा हो,0
मागेर समाजसेवा हुदैन यो त आफ्नो पेट पाल्ने तरिका मात्र हो भन्ने भनाइलाई मज्जा संगले उदारहण नाम सहित प्रष्ट पारिदिनु भो हेम सरको जय होस,0
निडर स्पष्ट बिचार तनमन धनले सहयोग गर्ने हेम दाजु नमन मेरो पनि तपाइ जस्तै दुखि गरिब लाइ सहयोग गर्ने तिब्र इच्छा छ,1
एउटा कुरा सारै चित्त बुजोक्रिकेट रंगसाला चै कसैसंगमागेर होइन सरकारबाट अनुदान लिएर गर्नु पर्छनमन छ हेम सर,0
हेम दाइ र रबि जि को टेबल टक गरेको हेर्न मन छल त चिप्लाउने अङकल यति कस्ट गर्दिनु,0
सलाम छ  हेम थापा सर को  सोचई पहिलो चोटि देखेको मन छुने कुरा गर्नु भयो ,1
कहिल्यै नदेखेको रहेछु मैले social media र tv मा,2
हेम थापालाई लाई त यो भन्दा पहिला चिनेको थिएन तर यो  भिडियो हेरेपछि यस्तो लाग्छ दिल खोलेर सहयोग गर्ने व्यक्त्ति र मन मा पाप नभयेको दयालु सोभाबाको मान्छे चाही हो,1
रबि दाइ र हेम दाईको टेवल talk गराउनु पर्यो यहि स्टेजमा रजत पट अन्कल,0
हेम सर एकदमै सत्य कुरा स्पष्टवादी हुनुहुन्छ खुशी लाग्यो,0
धेरै धेरै राम्रो बिचार  हेम दाइ हजुर को अझै जिबन सुखमय बितोश सुभकाममा,2
मागेर समाजसेवा कहिले हुदैनगोहिको आँसु झारेर समाज सेवाको नामले पेट पाल्ने लाई गतिलो जापड,2
हेम दाईको कुरा सुनेर मरि लानु केही छैनजस्तो अाका थियौ त्यस्तै जानू पर्छधेरैथोरै भए पनि दिन दुखि हरुलाई सहयोग गर्नु पर्छ भन्ने कुरा मन पर्यो,1
हेम सर सचा  समाज सेबि हुनु हुन्छ आफ्नो गाँस काटेर गरिब दुखिकाे सेवा गर्नु नै पुन्य कमौनु हो ,0
सत्य बोल्ने मान्छे हेम थापा दाइ ,0
सकारात्मक सोच भएका हेम थापा  यतिका सहयोगमा लगानी गर्नुको सट्टा बरु नेपालको कुनै ठाउँमा कुनै क्षेत्रमा लगानी गरिदिएर बेरोजगार नेपाली युवा युवतीहरुलाई रोजगारको सिर्जना गर्नुहोस् बरो ,0
hem thapa is 100great person अरु भनेको भुक्ने मात्र हुन,2
पैसा बाढ्नु मात्रै सहयोग हैन नि हेम सर कसैको समस्यामा उसको लागि दुई शब्द बोल्नु नि ठूलो सहयोग हो,2
प्रकाश काका एकदिन मलाई पनि रजटपटमा अन्तर्वाता दिन मन लागेको छ  सर्वसाधारणबाट,0
हजुरको बिचार ठिक हो दाजु बिदेशी भुमिमा रहेर पनि नेपाल र नेपालीको कति माया छसच्चा देश प्रेमिधन्यवाद ,2
समाज सेवा गर्नेले हेमा थापा र माया थाहा बाट केहि सिक्ने होकि ,1
जय नेपाल,1
मनको सफा र धनी मान्छे हुन हेम जि  अहिलेको युगमा कस्ले पो येत्तिका दान गर्छन र आफ्नो लागि नराखी नराखी  सोल्युट छ हेम जि को बिचार लाई,1
 देखाउने दात भित्र चपाउने दात भयका हरु धेरै छ्न ,1
जे जस्तो भएपनि सलाम छ हेम सरलाइ,2
धेरै राम्रो बिचार  तपाईंको बिचारलाई सलाम हेम थापा,1
सच्चा देशभक्त हेमथापा ज्युलाई कोटि कोटि सलाम छ रवि लामिछाने को बारेमा जे बोल्नुभयो 100 सहि हो,1
भिख मागेर कुनै काम हुँदैन,1
तेह्रथुमे नै पो हुनुहुदो रहेछ खुशी लाग्यो हजुरको interview हेरेर्,1
यिनि दाजुको कुरा सहि हो  बिदेश मा बसेर नेपाली लाई सहयोग गरेका छ्न यसका लागि सलाम छ हेमराज दाजुलाई ,1
शुद्ध र मिठो गफ लाग्यो,1
जुङ्गेकाकालाई मान्छेलाई जुधाउन खुब रमाइलो लाग्छ अहिले मिडियामा जसले नेगेटिभ कमेन्टवाला खुराक पेस गर्नसक्यो त्यही हिट हुने जमाना छ ,1
omg साच्चि यस्ताे राम्राे बिचार भएकाे मान्छे पनि रहेछ सलाम छ हजुरलाई ,0
कुरा सहि लाग्यो है,0
अगाडि बढ्नुस अझै शुभकामना,0
मागेर समाजसेवी समाजिक अभियन्ताहरु धेरै भए नेपाल मा हेम थापा जस्तो असली समाजसेवी अरु को होला,2
अरु कुरो थाहा भएन   हेम थापा दाई महान सच्चा एउटा निडर समाजसेवी हुन   यहाको हाम्रो सधैभ साथ समर्थन छन,1
मेरा पुर्खाको गृहजिल्ला तेर्हथुम पाथिभारामाता को सधै आर्शिवाद मिलोस भाई सहित परिवारलाई जयहोस,0
धन अनि मन दुबै चिज भएको ब्यत्ति17 करोड समाज सेवामाखर्चिन सक्नु भनेको चानचुन होइन,0
हेम राज सर ले भन्नु भएको सही छ ढिलो आयो तर कडा आयो हेम सरलाई सलाम छ,0
हाम्रो दाइ हेम थापा जस्तो महान समाजसेबि नेपाल मा कोही छैन  महान छन हेम थापा,0
अरुलाई धेरै सहयोग गर्नुभयो राम्रो काम हो तर आफ्नै आमालाई १८ वर्ष सम्म नभेेटेर आमाको होस गुमेपछि आएको देख्दा सारै दुख लाग्यो दाजु,0
uber ले जम्मा 12 घन्टा मत्र drive गर्न दिन्छ तर कसरी 1819 घन्टा drive गर्यो यो दाजुले,1
he is 200right सधैं माग्येर समाज सेवा र बोल्दै मा समाज परिवर्तन हुँदैन आफै कर्म गरेर सेवा गर्नु नै ठूलो कुरा हो huge respect to him,1
अति सरल र सालिन समाज सेवि हेम दाजु प्रती नमन नमस्कार साथै नेपाली रंगमञ्चका लेजेन्ड पत्रकार प्रकाश सर लाई आभार प्रकट गर्न चाहान्छु  आजको गल्लार्मर गफमा हेम दाजु लाई अथितीका रुपमा उपस्तिथि गराउनु भाकोमा  हाल म बहराइन देखि सुन्दै हेर्दै छु,0
मनै देखि सलाम छ हेमराज थापा सरलाइ एक्दम राम्रो बिचार हजुरको  big salute you,1
खस्राे कुरा नमिठाे लाग्छ थापा सर मलाई मन पराे हजुर दिनदुखिकाे लागि र समाजकाे लागि माहान हुनुहुन्छ ,0
याे फटाहालाई किन अन्तरवार्ता लिनु भयाे प्रकाश सर,1
धेरै राम्रो बिचार अनि सहयोगि मन हजुर को अझै प्रगती उन्नति को कामनासहयोग लिए पछि सबै को लिनुपर्छ रबि को भित्री आत्मा कालो छ 100 सहि छ हेम थापा दाजु कोमेरो पुरा समर्थन छ,0
आफ्नो व्यस्तता मा हुँदा अनलाइन सधैं  आउन नपाए   पनि  अन आउँदा सबैभन्दा पहिले हेर्ने च्यानल  हो र प्रकाश सरको कार्यक्रम हो ,0
दाजुले कुरात ठिकै गरे जस्तो लाग्यो  ,1
अब यो शोमा चर्चित गायक रमेशराज भट्टराईलाई हेर्न मन छ प्रकाश दाजु ल्याउनुहोला है,2
जस्तो पत्रकार उस्तै गेस्ट बोलाउनु भए छ आजजे होस् राष्ट्रबादी दाजु लाई सलाम छ,2
धेरै राम्रो काम हेमराज सरको अनि  राम्रो पत्रकार प्रकाश सर,0
तपाईं र जिभिना साच्चिकै समाजसेवी हो भन्ने लाग्छ,0
हेम थापा जि ले सार्ह्रै चित्त बुझ्ने वास्तविकता  कुराे गर्नुभयाे ,0
हजुरको बिचार ठिक हो दाजु बिदेशी भुमिमा रहेर पनि नेपाल र नेपालीको कति माया छसच्चा देश प्रेमि,0
तनमन धन र सामदाम दण्ड भेदको धनि ब्यक्ति हुन् हेम थापा,0
हेम दाईको सोचाई र बुझाई धेरै राम्रो छ दुखी,2
गरीबलाई सेवा गरेकोमा हजुरलाई भगवानबाट मेवा मिलोस  सलाम छ हेम दाई हजुरलाई,0
नेपालमा रबिको अन्ध भक्त धेरै छनहेम सरको कुरा एक्दम ठिक लागो,1
सही मान्छेलाई ल्याउनुभयो आज धेरै खुशी लाग्यो  हेम थापा को बिचार र काम लाई मेरो नमन,0
हेम थापा दाइ र अपिल त्रिपाठी दाइ जस्तो मान्छेको खाचो  छ हामी आम नेपाली जनतालाई,1
मनको सफा र धनी मान्छे हुन हेम थापा हो ,0
यो दुई कौडी को मान्छे थाहा भको अनि देखेको पनि थियो अस्ति आफ्नो जन्म दिने आमा लाई नै बिर्सेरा अनि आमा ले न चिन्ने भयसि आउने आमा को कस्तो हालत थियो दुनियाँ लाई यति सयोग गर्यो उति सयोग गरे भन्नू भन्दा पहिला आफ्नो आमा को ख्याल राख्नु बरु अचम्म छन हाम्रो नेपाल् मा पागल पागल,2
चन्दाको धन्दा गर्ने धुर्मुस्रबि लगायतलाई राम्रै चिनेका छन् जनतालेअनि प्रचण्डप्रतिको यिन्को सम्मानलाई मन देखि नमन,0
जस्ले जे भनेपनी महान हुनुहुन्छ हेम सर,0
सलुट छ उहालाई र साह्रै सहयोगी हुनुहुन्छ,1
आजको जमानामा आयर १७१८ करोड सहयोग गर्नु भनेको सानू कुरा होइन  धन्यवाद,1
हेम थापा सर का कुरा सुन्दा मलाई रवि सर स्वास्थ्यी लाग्यो,0
आफ्नो बाबू आमाको खयाल नगर्ने ले के धेरै कुरा गर्नु हेम नेपाल आउँदा आमाले चिनुभयन त्यो देखेर धेरै दुखलाग्यो,2
सत्या सोच विचार भएको मान्छे हो रहिछन् हेम दादा नमस्ते,0
100 रूपैयाँ बाड्दै मा ति दुखि का दिन हरु k सूखी मा परिवर्तन भय त रवि sir ko बारेमा नराम्रो न भनुस् उहाँ god hununuxa rabi sir,0
हेम सर लाई नमस्कार,1
यत्ती सम्मका दानविर पनि हुदारहेछन वहाँ का कुरा सुनेर छक्क परे ,2
चित्तबुझदो जवाब दिनुभएकोमा,0
दुवैजना सरहरुलाई धेरै धेरै धन्यवाद,0
हेम सर मलाइ निकै राम्रो लाग्छतर आज खैकिन रबि सर र धुर्मुस प्रती दुख हुनु भयो ,0
wao हेम सर सलाम गर्छु वास्तविक हिरो भनेको तपाईं हो,1
यक दम सहि हेम दाइ जतिकाे समज सेवा गर्ने मान्छे नेपालमा छैन,1
सहि कुरा गर्नु भो,0
यो कार्यक्रम अत्यन्त मन पर्छ मलाई यो कार्यक्रमलाई कसैको आँखा नलागोस,2
उहालाई पहिलो पटक हेरे सुने सत्यतथ्य बोल्ने स्पष्ट बोल्ने निडर र हक्की स्वभावको व्यक्ति लाग्यो नमन,2
सत्य र सच्च विचार भएका हेम थापा,0
उहाँलाई त राम्रो सग चिनेको त थिइन तर उहाँ कुरा एक दम चित्तबुझ्दो लागेयो,1
सिधा अनि प्रष्ट र दिलवाला वक्ता,1
प्रकाश सुबेदिले अन्तर्वार्ता दिने कोही मान्छे भेटेनछ,0
सारै उत्कृष्ट तितो र सत्य अन्तरबार्तानमन छ हेम थापा सर लाई  हजुर जस्तो निसुवार्थ  सोच भको 5 जना जति नेता  भए नेपालले छिटोभन्दा छिटो काचुली फेर्न थियो कतार बाट हेर्दैछु,0
खास सामाजिक अभियन्त भनेको यो हेमराज उदाहरण  आफुले 10 नग्र खियाएर सहयोग गर्ने सलाम छ हेमराज जि,0
केहि हद सम्म पागलपन नै हो ,1
सहिलाई सहि नै भन्नुपर्छ राम्रो काम लाई सलाम छ हेमा थापा दाइलाई,1
धेरै कुरा ठिक लाग्यो है मलाइ चाहिँ हेम थापा जि को,0
प्रकाश सर एबम सम्पुर्ण ग्ल्यामर गफ टिम लाई बिनम्र अनुरोध गर्दछु कि संभव छ भने अब रबि जि सिताराम जि र ग्यानेन्द्र जि लाई एउटै टेबल यानी सो मा लिएर आउन पर्छ ,0
खान नपाए पनि यो पागलको पैसा लिनु भन्दा बरु भोकै बस्नु राम्रो पैसा दिन्छ अनि पछि सत्य सराप गरेर बस्छ,0
हेम थापा दाजुप्रती सलाम छ  वहाको यो स्पस्ट बोलाई दिन दुखिका सहयोगी मनका धनि दाजुलाई कोटीकोटी प्रणाम छ,0
यस्ता मुजि हावा पागलको पनि के अन्तवार्ता लिएको प्रकाश सर तपाईँ माथि उच्च सम्मान थियोआज बाट अलि कम भयो प्रकाश सर,2
सबै कुरा सहि छ यो मान्छे को,0
यो मान्छे ठिक छ जय देशजय होस हेम थापा सर,2
100सहि कुरा छ हेम दाइ को मनि समति छु दाइ मान हुनुहुन्छ दाइ तपाई,0
पैसा मात्र ठुलो कुरा होइन हेम राज सर अहिले केहि पर्यो भने नेपाल होस या बिदेस रबि लाई नै गुहार्नु पर्छ  हेम राज लाई होइन,0
हेम जि लाई राम्रो सन्ङ्ग चिन्छु  पहिले ठगेको सबैलाइ थाछ अमेरिका मा,0
सहि कुरा हो हेम दाजु ,2
एयर पोर्ट को ताम झाम देख्दा बोलाकाइ होकि जस्तो लागेको थियो हैना रैछउहाको सोच र बिचार मा म नि सहमतउहाँ जस्तो दानी यो सन्सार मा बिरलै होलानदाइ को जय जोस,2
सहयोगि भावना भएका ब्यक्ति  हेम दाजु,2
जस्ले राम्रो काम गर्छ त्यस्लाइ खुट्टा तान्ने धेरै छन यहाँ हुन त सतिले सरापेको देश हो यहाँ छलङ देखिन्छ हेम थापा जस्तो मान्छेले राम्रो काम  गरेको देख्न सक्दैनन्,0
समाज सेवा गर्ने ३ ब्यक्ती रबि लामिछाने हेम थापा दाजु र धुर्मुस सबै आ आफ्नो ठाउमा उत्तिकै सम्मानिय हुनुहुन्छ दाजु तपाईं हरु मिलेर अगाडी बढ्नुस र राम्रो काम गर्नुस विवाद ले  कोहि माथी जाँदैन,0
म कति हास्नु यार,2
तर सिरियस कुरा नि छ छानबिन गर्न जरुरी पनि छ,0
सारै मन पर्ने कुरा गर्नु भयो हेम ब्रो नेताको बारेमा चै म जस्तै हुनुहुदो रैछ कुनै मन पर्ने छैनन,0
नो बनावटी कुराहरु निर्डर हेम थापा सधै हजुरको कल्याण होस दुखी अहसायहरुलाई सहयोग गर्नु होला,0
गरिब दुखिको एउटा देउता जस्तोहुनुहुन्छ तपाइको माहन बिचार र सहयोगि मनलाइ धेरै धेरै धन्यवाद हरुलाइ,0
धन्यवाद हेम थापा दाजु हजुरको सोच र काम तारीफ़ योग्य छ नेपाल र नेपाली प्रती को माया देखीन्छ आगामी दिनमा पनि यस्तै काम गर्दै जानु होलाgod bless you,0
हेम थापा जी खरो ब्यक्ती तो समाज सेबी मन देखी नै धन्यबाद छ वाहा लाई,0
धेरै राम्रो लाग्यो  मेरो पहिलो कमेन्ट पनि हो यो  अति उत्तम प्रश्न र सटिक  उत्तर  वहाँ सकारात्मक सोच भएको स्पष्ट वक्ता लाग्यो  ग्यामर गफ धेरै राम्रो हुँदैछ  जदौ,2
यो टक्लेको कुरा सुन्दात मैले यत्रो सहयो गरे तर मेरो चर्चा भयन भन्ने कुराको आसय बुझियो साला पातकि,1
साच्चै महान बिचार भएको मान्छे एतिको मान्छे मैले आज सम्म देखिन,0
हेम सर मन को सफा मान्छे हुनुहुन्छ,0
म  अमेरिका जाना चाहान्छु सर सहयोग गर्नु हुन्छ भन्ने पुर्न आसा गरेको छु,1
यी इन्टरभियु दिनेर लिने दुबैको कुरा सुनेर लास्टै हासो लाग्यो पागल मुजिहरु हुन दुबै पैसा बाडे भन्दैमा रबिसरको खेदो खन्ने अधिकार छैन तलाइ मुजि जाठा,0
सहि हो 1000 हेम थापा दाईको भनाइ,0
अरु कुरा त ठिकै हाे,2
24 घण्टमा 12 घण्टा त लाइभमै बस्छन दाजु,0
1820 घण्टा काम कति खेर गर्दा रैछन,2
ठिक हेम थापा राम्रो नेता कोहि छैन,0
आफ्नो बुवा आमा लाई राम्रो सङ नहेर्ने अनि  समाज सेबि गरे भन्ने,1
हेम दाजु सलिउट छ हजुर लाई आफू ले बिदेश मा दुख गरेर नेपाल मा दुख पाएको लाई सहयोग  गरेको सबैको आशिर्वाद लागोश हजुर लाई ,1
राम्रो बिचार हजुरको,2
अाज चिने अाजै मन पर्यो ,1
हेम थापा को बिचार र धारणा सहि छ,1
मागेर समाजसेवा हुदैन यो त आफ्नो पेट पाल्ने तरिका मात्र हो,1
absulate right हो मेरो पनि धारणा यदि दुखि गरिबलाई सहयोग गर्नुपर्छ भने अाफ्नै कमाइबाट सहयोग गर्नुपर्छ श्रमजीवीहरुबाट उठाएर हैन,1
रबि सर र हेम सर लाई यसै सो अन्तर्गत tabletalk गराउनु पर्यो है हजुर,0
१६१७ बर्ष पछि आफ्नो जन्मेको देश मा बल्ल आउनु भा उहाँ जि ल ल बधाई छ ,1
